5016.67	0.57	0.95	64171.72
5016.67	0.65	0.95	74812.78
6180.56	0.34	0.95	48798.58
6180.56	0.42	0.95	50300.72
6180.56	0.49	0.95	52599.29
6180.56	0.57	0.95	54577.17
6180.56	0.65	0.95	58532.47
7344.44	0.34	0.95	41310.30
7344.44	0.42	0.95	42562.80
7344.44	0.49	0.95	44073.08
7344.44	0.57	0.95	45134.99
7344.44	0.65	0.95	48651.78
8508.33	0.34	0.95	34947.65
8508.33	0.42	0.95	35954.79
8508.33	0.49	0.95	37266.20
8508.33	0.57	0.95	39018.79
8508.33	0.65	0.95	41153.23
9672.22	0.34	0.95	29379.06
9672.22	0.42	0.95	30260.40
9672.22	0.49	0.95	31388.20
9672.22	0.57	0.95	32824.85
9672.22	0.65	0.95	34615.63
10836.11	0.34	0.95	24557.34
10836.11	0.42	0.95	25290.08
10836.11	0.49	0.95	26235.05
10836.11	0.57	0.95	27438.54
10836.11	0.65	0.95	28940.73
12000.00	0.34	0.95	20446.05
12000.00	0.42	0.95	21053.41
12000.00	0.49	0.95	21841.67
12000.00	0.57	0.95	22853.97
12000.00	0.65	0.95	24101.86
1525.00	0.34	0.96	88868.98
1525.00	0.42	0.96	91386.82
1525.00	0.49	0.96	94611.19
1525.00	0.57	0.96	98862.89
1525.00	0.65	0.96	104284.37
2688.89	0.34	0.96	76900.35
2688.89	0.42	0.96	79079.49
2688.89	0.49	0.96	81888.14
2688.89	0.57	0.96	85576.99
2688.89	0.65	0.96	90287.37
3852.78	0.34	0.96	66262.39
3852.78	0.42	0.96	68153.47
3852.78	0.49	0.96	70570.11
3852.78	0.57	0.96	73762.09
3852.78	0.65	0.96	77850.54
5016.67	0.34	0.96	56865.37
5016.67	0.42	0.96	58477.14
5016.67	0.49	0.96	60566.61
5016.67	0.57	0.96	63307.24
5016.67	0.65	0.96	66789.70
6180.56	0.34	0.96	48573.12
6180.56	0.42	0.96	49951.73
6180.56	0.49	0.96	51744.75
6180.56	0.57	0.96	54068.94
6180.56	0.65	0.96	57045.53
7344.44	0.34	0.96	41285.24
7344.44	0.42	0.96	42470.24
7344.44	0.49	0.96	43987.87
7344.44	0.57	0.96	45968.57
7344.44	0.65	0.96	48456.45
8508.33	0.34	0.96	34910.73
8508.33	0.42	0.96	35908.24
8508.33	0.49	0.96	37185.03
8508.33	0.57	0.96	38876.73
8508.33	0.65	0.96	40995.21
9672.22	0.34	0.96	29353.94
9672.22	0.42	0.96	30197.37
9672.22	0.49	0.96	31296.31
9672.22	0.57	0.96	32707.98
9672.22	0.65	0.96	34508.17
10836.11	0.34	0.96	24534.45
10836.11	0.42	0.96	25247.09
10836.11	0.49	0.96	26166.55
10836.11	0.57	0.96	27336.51
10836.11	0.65	0.96	28852.42
12000.00	0.34	0.96	20426.15
12000.00	0.42	0.96	21024.15
12000.00	0.49	0.96	21789.28
12000.00	0.57	0.96	22783.42
12000.00	0.65	0.96	24036.82
1525.00	0.34	0.97	88975.53
1525.00	0.42	0.97	91654.32
1525.00	0.49	0.97	95163.07
1525.00	0.57	0.97	99904.92
1525.00	0.65	0.97	106148.87
2688.89	0.34	0.97	76980.04
2688.89	0.42	0.97	79265.85
2688.89	0.49	0.97	82327.05
2688.89	0.57	0.97	86425.54
2688.89	0.65	0.97	91848.66
3852.78	0.34	0.97	66317.67
3852.78	0.42	0.97	68310.17
3852.78	0.49	0.97	70942.65
3852.78	0.57	0.97	74491.11
3852.78	0.65	0.97	79174.60
5016.67	0.34	0.97	56901.14
5016.67	0.42	0.97	58602.89
5016.67	0.49	0.97	60879.74
5016.67	0.57	0.97	63953.63
5016.67	0.65	0.97	67898.27
6180.56	0.34	0.97	48596.51
6180.56	0.42	0.97	50031.36
6180.56	0.49	0.97	51998.72
6180.56	0.57	0.97	54599.90
6180.56	0.65	0.97	57981.96
7344.44	0.34	0.97	41220.63
7344.44	0.42	0.97	42409.81
7344.44	0.49	0.97	43902.64
7344.44	0.57	0.97	45965.25
7344.44	0.65	0.97	48367.53
8508.33	0.34	0.97	34842.90
8508.33	0.42	0.97	35845.63
8508.33	0.49	0.97	37104.48
8508.33	0.57	0.97	38777.04
8508.33	0.65	0.97	40897.71
9672.22	0.34	0.97	29320.16
9672.22	0.42	0.97	30130.60
9672.22	0.49	0.97	31203.06
9672.22	0.57	0.97	32600.85
9672.22	0.65	0.97	34369.03
10836.11	0.34	0.97	24514.06
10836.11	0.42	0.97	25189.70
10836.11	0.49	0.97	26081.02
10836.11	0.57	0.97	27242.57
10836.11	0.65	0.97	28709.49
12000.00	0.34	0.97	20415.07
12000.00	0.42	0.97	20993.09
12000.00	0.49	0.97	21726.05
12000.00	0.57	0.97	22687.67
12000.00	0.65	0.97	23926.17
1525.00	0.34	0.98	89354.15
1525.00	0.42	0.98	91206.51
1525.00	0.49	0.98	95206.70
1525.00	0.57	0.98	99761.24
1525.00	0.65	0.98	104924.40
2688.89	0.34	0.98	76494.52
2688.89	0.42	0.98	79365.41
2688.89	0.49	0.98	82213.16
2688.89	0.57	0.98	85685.02
2688.89	0.65	0.98	90540.48
3852.78	0.34	0.98	66830.88
3852.78	0.42	0.98	68679.01
3852.78	0.49	0.98	70137.56
3852.78	0.57	0.98	73805.44
3852.78	0.65	0.98	78068.95
5016.67	0.34	0.98	56810.68
5016.67	0.42	0.98	59072.62
5016.67	0.49	0.98	60079.04
5016.67	0.57	0.98	64090.93
5016.67	0.65	0.98	67740.16
6180.56	0.34	0.98	48178.29
6180.56	0.42	0.98	50505.18
6180.56	0.49	0.98	51476.43
6180.56	0.57	0.98	53884.03
6180.56	0.65	0.98	57458.20
7344.44	0.34	0.98	41261.27
7344.44	0.42	0.98	42468.78
7344.44	0.49	0.98	43983.50
7344.44	0.57	0.98	45895.52
7344.44	0.65	0.98	48386.57
8508.33	0.34	0.98	34888.20
8508.33	0.42	0.98	35909.26
8508.33	0.49	0.98	37169.57
8508.33	0.57	0.98	38787.52
8508.33	0.65	0.98	40827.07
9672.22	0.34	0.98	29335.35
9672.22	0.42	0.98	30177.03
9672.22	0.49	0.98	31264.86
9672.22	0.57	0.98	32615.37
9672.22	0.65	0.98	34352.07
10836.11	0.34	0.98	24514.34
10836.11	0.42	0.98	25217.69
10836.11	0.49	0.98	26126.41
10836.11	0.57	0.98	27281.93
10836.11	0.65	0.98	28720.37
12000.00	0.34	0.98	20411.29
12000.00	0.42	0.98	21004.32
12000.00	0.49	0.98	21769.58
12000.00	0.57	0.98	22723.84
12000.00	0.65	0.98	23923.14
1525.00	0.34	0.99	88674.77
1525.00	0.42	0.99	91360.70
1525.00	0.49	0.99	94368.34
1525.00	0.57	0.99	98607.55
1525.00	0.65	0.99	103835.95
2688.89	0.34	0.99	76785.00
2688.89	0.42	0.99	78912.98
2688.89	0.49	0.99	81683.28
2688.89	0.57	0.99	85320.50
2688.89	0.65	0.99	89662.31
3852.78	0.34	0.99	66200.08
3852.78	0.42	0.99	67981.85
3852.78	0.49	0.99	70368.48
3852.78	0.57	0.99	73651.78
3852.78	0.65	0.99	77457.29
5016.67	0.34	0.99	56886.23
5016.67	0.42	0.99	58346.35
5016.67	0.49	0.99	60304.33
5016.67	0.57	0.99	63098.23
5016.67	0.65	0.99	66472.05
6180.56	0.34	0.99	48472.07
6180.56	0.42	0.99	49919.01
6180.56	0.49	0.99	51780.14
6180.56	0.57	0.99	53782.15
6180.56	0.65	0.99	56916.44
7344.44	0.34	0.99	41249.77
7344.44	0.42	0.99	42390.76
7344.44	0.49	0.99	43760.19
7344.44	0.57	0.99	45769.31
7344.44	0.65	0.99	48340.15
8508.33	0.34	0.99	34814.53
8508.33	0.42	0.99	35808.59
8508.33	0.49	0.99	37115.74
8508.33	0.57	0.99	38750.40
8508.33	0.65	0.99	40584.27
9672.22	0.34	0.99	29290.39
9672.22	0.42	0.99	30054.74
9672.22	0.49	0.99	31542.28
9672.22	0.57	0.99	32546.54
9672.22	0.65	0.99	34278.81
10836.11	0.34	0.99	24485.18
10836.11	0.42	0.99	25169.35
10836.11	0.49	0.99	26134.05
10836.11	0.57	0.99	27266.61
10836.11	0.65	0.99	28935.54
12000.00	0.34	0.99	20387.13
12000.00	0.42	0.99	20960.76
12000.00	0.49	0.99	21703.13
12000.00	0.57	0.99	22653.95
12000.00	0.65	0.99	23383.72
