1525.00	0.34	0	92439.33
1525.00	0.42	0	96909.97
1525.00	0.49	0	102776.35
1525.00	0.57	0	110073.73
1525.00	0.65	0	118619.83
2688.89	0.34	0	79973.16
2688.89	0.42	0	83845.43
2688.89	0.49	0	88915.06
2688.89	0.57	0	95230.54
2688.89	0.65	0	102627.9
3852.78	0.34	0	68905.88
3852.78	0.42	0	72245.38
3852.78	0.49	0	76612.22
3852.78	0.57	0	82048.19
3852.78	0.65	0	88440.82
5016.67	0.34	0	59113.79
5016.67	0.42	0	61979.12
5016.67	0.49	0	65725.84
5016.67	0.57	0	70396.57
5016.67	0.65	0	75891.75
6180.56	0.34	0	50477.15
6180.56	0.42	0	52924.17
6180.56	0.49	0	56111.94
6180.56	0.57	0	60115.79
6180.56	0.65	0	64834.12
7344.44	0.34	0	42981.47
7344.44	0.42	0	45097.11
7344.44	0.49	0	47821.04
7344.44	0.57	0	51137.46
7344.44	0.65	0	55241.39
8508.33	0.34	0	36334.93
8508.33	0.42	0	38124.2
8508.33	0.49	0	40425.79
8508.33	0.57	0	43231.28
8508.33	0.65	0	46708.48
9672.22	0.34	0	30545.64
9672.22	0.42	0	32051.19
9672.22	0.49	0	33989.35
9672.22	0.57	0	36349.3
9672.22	0.65	0	39263.27
10836.11	0.34	0	25525.75
10836.11	0.42	0	26785.94
10836.11	0.49	0	28406.96
10836.11	0.57	0	30380.48
10836.11	0.65	0	32818.77
12000.00	0.34	0	21248.69
12000.00	0.42	0	22297.42
12000.00	0.49	0	23648.3
12000.00	0.57	0	25291.44
12000.00	0.65	0	27333.92
1525.00	0.34	0.75	89933.59
1525.00	0.42	0.75	93003.71
1525.00	0.49	0.75	96893.94
1525.00	0.57	0.75	101881.55
1525.00	0.65	0.75	108064.37
2688.89	0.34	0.75	77805.59
2688.89	0.42	0.75	80468.61
2688.89	0.49	0.75	83855.48
2688.89	0.57	0.75	88165.12
2688.89	0.65	0.75	93514.06
3852.78	0.34	0.75	67041.02
3852.78	0.42	0.75	69331.87
3852.78	0.49	0.75	72256.99
3852.78	0.57	0.75	75975.01
3852.78	0.65	0.75	80600.36
5016.67	0.34	0.75	57515.53
5016.67	0.42	0.75	59488.28
5016.67	0.49	0.75	62009.01
5016.67	0.57	0.75	65202.11
5016.67	0.65	0.75	69167.99
6180.56	0.34	0.75	49118.7
6180.56	0.42	0.75	50806.16
6180.56	0.49	0.75	52939.59
6180.56	0.57	0.75	55675.49
6180.56	0.65	0.75	59082.48
7344.44	0.34	0.75	41724.15
7344.44	0.42	0.75	43152.87
7344.44	0.49	0.75	44005.27
7344.44	0.57	0.75	47342.4
7344.44	0.65	0.75	50256.67
8508.33	0.34	0.75	35275.6
8508.33	0.42	0.75	36502.45
8508.33	0.49	0.75	38054.78
8508.33	0.57	0.75	40009.84
8508.33	0.65	0.75	42459.16
9672.22	0.34	0.75	29656.14
9672.22	0.42	0.75	30681.14
9672.22	0.49	0.75	31996.03
9672.22	0.57	0.75	33661.03
9672.22	0.65	0.75	35683.36
10836.11	0.34	0.75	24791.58
10836.11	0.42	0.75	25647.29
10836.11	0.49	0.75	26736.77
10836.11	0.57	0.75	28121.12
10836.11	0.65	0.75	29826.37
12000.00	0.34	0.75	20642.56
12000.00	0.42	0.75	21352.4
12000.00	0.49	0.75	22253.02
12000.00	0.57	0.75	23402.27
12000.00	0.65	0.75	24832.15
1525.00	0.34	0.80	89740
1525.00	0.42	0.80	92710
1525.00	0.49	0.80	96520
1525.00	0.57	0.80	101300
1525.00	0.65	0.80	107500
2688.89	0.34	0.80	77740
2688.89	0.42	0.80	80350
2688.89	0.49	0.80	83710
2688.89	0.57	0.80	87990
2688.89	0.65	0.80	93420
3852.78	0.34	0.80	66990
3852.78	0.42	0.80	69250
3852.78	0.49	0.80	72160
3852.78	0.57	0.80	75860
3852.78	0.65	0.80	80600
5016.67	0.34	0.80	57490
5016.67	0.42	0.80	59430
5016.67	0.49	0.80	61930
5016.67	0.57	0.80	65120
5016.67	0.65	0.80	69160
6180.56	0.34	0.80	49120
6180.56	0.42	0.80	50780
6180.56	0.49	0.80	52910
6180.56	0.57	0.80	55650
6180.56	0.65	0.80	59180
7344.44	0.34	0.80	41627.38
7344.44	0.42	0.80	43027.75
7344.44	0.49	0.80	44780.74
7344.44	0.57	0.80	47015.04
7344.44	0.65	0.80	49901.87
8508.33	0.34	0.80	35190.32
8508.33	0.42	0.80	36366.73
8508.33	0.49	0.80	37858.81
8508.33	0.57	0.80	39754.18
8508.33	0.65	0.80	42184.52
9672.22	0.34	0.80	29583.19
9672.22	0.42	0.80	30573.48
9672.22	0.49	0.80	31833.94
9672.22	0.57	0.80	33439.8
9672.22	0.65	0.80	35486.32
10836.11	0.34	0.80	24723.61
10836.11	0.42	0.80	25553.19
10836.11	0.49	0.80	26609.67
10836.11	0.57	0.80	27947.4
10836.11	0.65	0.80	29653.64
12000.00	0.34	0.80	20581.74
12000.00	0.42	0.80	21270.72
12000.00	0.49	0.80	22153.57
12000.00	0.57	0.80	23270.02
12000.00	0.65	0.80	24690.35
1525.00	0.34	0.85	89751.00
1525.00	0.42	0.85	92800.73
1525.00	0.49	0.85	96697.75
1525.00	0.57	0.85	101700.99
1525.00	0.65	0.85	107897.72
2688.89	0.34	0.85	77642.18
2688.89	0.42	0.85	80274.19
2688.89	0.49	0.85	83654.46
2688.89	0.57	0.85	88014.17
2688.89	0.65	0.85	93401.00
3852.78	0.34	0.85	66882.24
3852.78	0.42	0.85	69162.69
3852.78	0.49	0.85	72077.38
3852.78	0.57	0.85	75778.71
3852.78	0.65	0.85	80468.42
5016.67	0.34	0.85	57374.72
5016.67	0.42	0.85	59326.89
5016.67	0.49	0.85	61832.04
5016.67	0.57	0.85	65021.83
5016.67	0.65	0.85	69053.38
6180.56	0.34	0.85	48993.67
6180.56	0.42	0.85	50646.57
6180.56	0.49	0.85	52792.86
6180.56	0.57	0.85	55559.59
6180.56	0.65	0.85	58961.12
7344.44	0.34	0.85	41629.33
7344.44	0.42	0.85	43026.61
7344.44	0.49	0.85	44480.99
7344.44	0.57	0.85	47163.38
7344.44	0.65	0.85	50080.04
8508.33	0.34	0.85	35190.93
8508.33	0.42	0.85	36372.13
8508.33	0.49	0.85	37904.96
8508.33	0.57	0.85	39850.38
8508.33	0.65	0.85	42360.21
9672.22	0.34	0.85	29586.75
9672.22	0.42	0.85	30576.11
9672.22	0.49	0.85	31859.53
9672.22	0.57	0.85	33501.62
9672.22	0.65	0.85	35872.90
10836.11	0.34	0.85	24734.98
10836.11	0.42	0.85	25574.83
10836.11	0.49	0.85	26673.70
10836.11	0.57	0.85	28141.66
10836.11	0.65	0.85	29994.86
12000.00	0.34	0.85	20584.41
12000.00	0.42	0.85	21278.07
12000.00	0.49	0.85	22170.49
12000.00	0.57	0.85	23328.84
12000.00	0.65	0.85	24767.44
1525.00	0.34	0.90	89450.61
1525.00	0.42	0.90	92233.48
1525.00	0.49	0.90	95927.63
1525.00	0.57	0.90	100637.07
1525.00	0.65	0.90	106334.69
2688.89	0.34	0.90	77420.52
2688.89	0.42	0.90	79843.04
2688.89	0.49	0.90	82951.06
2688.89	0.57	0.90	87104.79
2688.89	0.65	0.90	92078.90
3852.78	0.34	0.90	66703.85
3852.78	0.42	0.90	68820.49
3852.78	0.49	0.90	71524.50
3852.78	0.57	0.90	75023.45
3852.78	0.65	0.90	79287.55
5016.67	0.34	0.90	57224.00
5016.67	0.42	0.90	59034.97
5016.67	0.49	0.90	61367.76
5016.67	0.57	0.90	64386.37
5016.67	0.65	0.90	68058.67
6180.56	0.34	0.90	48868.42
6180.56	0.42	0.90	50420.40
6180.56	0.49	0.90	52414.35
6180.56	0.57	0.90	54967.63
6180.56	0.65	0.90	58106.12
7344.44	0.34	0.90	41497.52
7344.44	0.42	0.90	42801.56
7344.44	0.49	0.90	44479.56
7344.44	0.57	0.90	46619.23
7344.44	0.65	0.90	49242.64
8508.33	0.34	0.90	35082.80
8508.33	0.42	0.90	36188.14
8508.33	0.49	0.90	37613.96
8508.33	0.57	0.90	39419.54
8508.33	0.65	0.90	41643.30
9672.22	0.34	0.90	29496.44
9672.22	0.42	0.90	30424.76
9672.22	0.49	0.90	31620.15
9672.22	0.57	0.90	33139.56
9672.22	0.65	0.90	35022.73
10836.11	0.34	0.90	24654.65
10836.11	0.42	0.90	25431.29
10836.11	0.49	0.90	26436.54
10836.11	0.57	0.90	27695.79
10836.11	0.65	0.90	29286.95
12000.00	0.34	0.90	20529.00
12000.00	0.42	0.90	21175.55
12000.00	0.49	0.90	22008.05
12000.00	0.57	0.90	23071.72
12000.00	0.65	0.90	24386.55
1525.00	0.34	0.95	89736.34
1525.00	0.42	0.95	93085.63
1525.00	0.49	0.95	97352.59
1525.00	0.57	0.95	104242.49
1525.00	0.65	0.95	106672.61
2688.89	0.34	0.95	77654.95
2688.89	0.42	0.95	80749.73
2688.89	0.49	0.95	83975.99
2688.89	0.57	0.95	90124.33
2688.89	0.65	0.95	97895.33
3852.78	0.34	0.95	66954.44
3852.78	0.42	0.95	69370.45
3852.78	0.49	0.95	72411.73
3852.78	0.57	0.95	77628.40
3852.78	0.65	0.95	79722.32
5016.67	0.34	0.95	57248.03
5016.67	0.42	0.95	58994.99
5016.67	0.49	0.95	61377.33
